pdbid,-logKd/Ki,set
2xbp,5.02,refined
3bgc,5.02,refined
3smq,5.02,general
3usx,5.02,refined
4dow,5.02,general
4est,5.02,general
4l7r,5.02,general
4mz6,5.02,general
4nro,5.02,general
4rlk,5.02,general
4rll,5.02,general
4u70,5.02,refined
4w4s,5.02,general
4w9l,5.02,core
5d1s,5.02,general
1i1e,5.03,refined
2qt5,5.03,general
3aje,5.03,general
3rdh,5.03,general
4io5,5.03,refined
4jjq,5.03,general
4np9,5.03,refined
4rcg,5.03,general
4trz,5.03,general
4y6s,5.03,general
4y7r,5.03,general
4yat,5.03,general
1m5d,5.04,general
1mfa,5.04,refined
2h2g,5.04,general
2jmj,5.04,general
2oht,5.04,general
2w85,5.04,general
2wmv,5.04,general
3tz0,5.04,refined
3v4j,5.04,general
4dgr,5.04,general
4jaz,5.04,general
4jym,5.04,refined
4lk7,5.04,refined
4lph,5.04,general
4uu5,5.04,general
4yp1,5.04,general
4yuz,5.04,general
4z7n,5.04,general
1dgm,5.05,refined
1fkw,5.05,refined
1gi8,5.05,general
1qxk,5.05,refined
1uu8,5.05,general
2brc,5.05,general
3aau,5.05,refined
3fpm,5.05,general
3hxd,5.05,general
3s2o,5.05,general
3s76,5.05,refined
3sxu,5.05,general
3uzd,5.05,general
3zjc,5.05,general
4c94,5.05,general
4euo,5.05,refined
4fmq,5.05,general
4ie7,5.05,general
4kvm,5.05,general
4oct,5.05,refined
4oeg,5.05,general
4pnw,5.05,general
4rqv,5.05,refined
4y2y,5.05,general
4yzu,5.05,refined
5acx,5.05,general
5auw,5.05,general
2h6k,5.06,general
2ipo,5.06,general
2v77,5.06,refined
2vwf,5.06,general
2yge,5.06,core
3f68,5.06,refined
3p9h,5.06,general
4cfx,5.06,general
4ebw,5.06,general
4h7q,5.06,refined
4j7i,5.06,general
5a2i,5.06,refined
5c1w,5.06,core
2c3l,5.07,refined
2i7c,5.07,general
2xm1,5.07,refined
2yfa,5.07,refined
3axm,5.07,general
3juo,5.07,refined
3r00,5.07,general
4eok,5.07,general
4f8j,5.07,general
4knz,5.07,general
4yab,5.07,general
5ak3,5.07,general
1enu,5.08,refined
1gfy,5.08,refined
2qtg,5.08,refined
3efr,5.08,general
3m94,5.08,general
3nw5,5.08,general
3qsb,5.08,general
3qyy,5.08,refined
3snd,5.08,general
3tb6,5.08,refined
3w2o,5.08,general
4drk,5.08,general
4ie0,5.08,general
4mho,5.08,general
4ock,5.08,general
4ocv,5.08,general
4od7,5.08,general
4oiv,5.08,refined
4twd,5.08,general
4xx9,5.08,general
4z2h,5.08,general
1m48,5.09,refined
1nw7,5.09,refined
1yyy,5.09,general
1zkl,5.09,general
2y1o,5.09,general
2ygf,5.09,refined
2yk9,5.09,general
3hbo,5.09,general
3o4l,5.09,general
3w2p,5.09,general
4c72,5.09,general
4cq0,5.09,general
4f6x,5.09,general
4qvy,5.09,general
4r4q,5.09,general
4utv,5.09,general
4x3u,5.09,general
4xpj,5.09,general
1b9t,5.1,general
1ez9,5.1,refined
1kmy,5.1,refined
1m6p,5.1,general
1o0o,5.1,general
1od8,5.1,refined
1onz,5.1,refined
1rlp,5.1,general
1rlq,5.1,general
1t4j,5.1,general
1v0k,5.1,refined
1v0m,5.1,general
1vj6,5.1,general
1w7g,5.1,refined
1x8s,5.1,general
1yvx,5.1,general
1zaj,5.1,general
2am2,5.1,general
2d1x,5.1,general
2h5a,5.1,refined
2m41,5.1,general
2pnx,5.1,general
2qrq,5.1,refined
2r02,5.1,general
2r9w,5.1,core
3bxs,5.1,general
3gy4,5.1,core
3h22,5.1,general
3nif,5.1,general
3p4v,5.1,refined
3qw8,5.1,general
3syr,5.1,core
3u3f,5.1,general
3ujb,5.1,refined
3vp2,5.1,general
3zvy,5.1,general
4b77,5.1,general
4cdr,5.1,general
4dcs,5.1,refined
4ejf,5.1,general
4h3q,5.1,general
4iho,5.1,general
4qsh,5.1,general
4qsk,5.1,general
4qvn,5.1,general
4rkx,5.1,general
4rn6,5.1,general
4tk3,5.1,general
4tk4,5.1,general
1k4h,5.11,refined
1yp9,5.11,refined
2h6q,5.11,general
3gpj,5.11,general
3hnb,5.11,general
3k4d,5.11,refined
3ozj,5.11,refined
4b6u,5.11,general
4e49,5.11,general
4em7,5.11,general
4gly,5.11,general
4qfl,5.11,refined
5c7d,5.11,general
1qaw,5.12,refined
1uv6,5.12,refined
2i5f,5.12,general
2web,5.12,refined
2y8o,5.12,general
2yjw,5.12,general
2yjx,5.12,general
3bki,5.12,general
3hb8,5.12,general
3kad,5.12,general
3n2c,5.12,general
3nkx,5.12,general
3tu9,5.12,general
3zso,5.12,core
4ay6,5.12,general
4bio,5.12,general
4f1l,5.12,refined
4gj6,5.12,general
4h81,5.12,refined
4kiw,5.12,general
4m5n,5.12,general
4pci,5.12,general
4zed,5.12,general
5d1w,5.12,general
1gcz,5.13,refined
1hti,5.13,general
2kwn,5.13,general
2x4t,5.13,general
3aza,5.13,general
3o8g,5.13,general
3s9e,5.13,refined
3wk4,5.13,general
4ezt,5.13,general
4flj,5.13,general
4l7c,5.13,general
1pmx,5.14,general
1w2x,5.14,general
1y3x,5.14,refined
1zzz,5.14,general
2br1,5.14,core
2hqu,5.14,general
2lct,5.14,general
2xi7,5.14,general
2yaz,5.14,refined
2zjv,5.14,general
3bls,5.14,general
3kr2,5.14,general
3pj2,5.14,general
3sow,5.14,general
3tao,5.14,refined
3wuu,5.14,general
4aua,5.14,general
4bdj,5.14,general
4c1g,5.14,general
4ejl,5.14,refined
4iks,5.14,general
4qw0,5.14,general
4xjt,5.14,general
5btr,5.14,general
1g6s,5.15,general
1jcx,5.15,refined
1jvu,5.15,refined
1kna,5.15,general
1ljt,5.15,general
1lkx,5.15,general
1mzs,5.15,general
1o0m,5.15,refined
1pb8,5.15,refined
1qk3,5.15,refined
1qxw,5.15,general
1s38,5.15,core
1skj,5.15,general
1t1s,5.15,general
1thz,5.15,refined
2afx,5.15,refined
2go4,5.15,general
2gtv,5.15,general
2knh,5.15,general
2o5d,5.15,general
2ooz,5.15,general
2r03,5.15,general
2r05,5.15,general
2xrw,5.15,general
2xs0,5.15,general
3b95,5.15,general
3e6k,5.15,general
3l5c,5.15,general
3msl,5.15,general
3n49,5.15,general
3ozr,5.15,refined
3p8e,5.15,general
3udn,5.15,general
4b83,5.15,general
4h85,5.15,refined
4jpx,5.15,refined
4pce,5.15,general
4qip,5.15,general
4qrh,5.15,refined
4qvv,5.15,general
4qzw,5.15,general
4w9e,5.15,general
5alw,5.15,general
5djp,5.15,general
1jqd,5.16,general
1oe0,5.16,general
1q1m,5.16,general
2ltv,5.16,general
2y2k,5.16,general
3b27,5.16,core
3ctr,5.16,general
3lqi,5.16,general
4fqo,5.16,general
1q0b,5.17,general
2f5t,5.17,general
2ynn,5.17,general
2zfp,5.17,refined
3b7j,5.17,refined
3eht,5.17,general
3nzx,5.17,general
3rni,5.17,general
3tc5,5.17,general
3uvw,5.17,general
3wuv,5.17,general
4gkm,5.17,core
4h3b,5.17,general
4kp4,5.17,general
4m5i,5.17,general
5ahw,5.17,refined
5aut,5.17,refined
5diq,5.17,general
1ft7,5.18,refined
1xur,5.18,general
2p9a,5.18,general
2qrg,5.18,refined
3iqv,5.18,general
3kag,5.18,general
3w37,5.18,refined
4duh,5.18,refined
4iif,5.18,refined
4oyg,5.18,general
4u73,5.18,refined
4zs3,5.18,general
1ocq,5.19,refined
1ogg,5.19,refined
1oxr,5.19,refined
1rnt,5.19,refined
2c5o,5.19,general
2ko7,5.19,general
2lha,5.19,general
2mnz,5.19,general
2nxm,5.19,general
2qdt,5.19,refined
2xey,5.19,general
3kjn,5.19,general
3s1g,5.19,general
3t4p,5.19,general
3twr,5.19,general
3vfq,5.19,general
4ezz,5.19,refined
4fxf,5.19,general
4g0l,5.19,general
4m0z,5.19,core
4ono,5.19,general
4qok,5.19,general
1kll,5.2,general
2pmn,5.2,general
3kqs,5.2,general
3ov1,5.2,refined
3qj0,5.2,general
3t7g,5.2,general
3tjm,5.2,general
3uu1,5.2,refined
3wk6,5.2,general
4a6s,5.2,refined
4b70,5.2,general
4bw2,5.2,general
4ezq,5.2,general
4ezr,5.2,refined
4lk6,5.2,general
4mk0,5.2,general
4qvq,5.2,general
5aia,5.2,general
1nw5,5.21,refined
1o2r,5.21,refined
1ox9,5.21,general
1re1,5.21,general
2brg,5.21,general
2mlm,5.21,general
3b2t,5.21,general
3bcs,5.21,general
3ilq,5.21,general
3nsq,5.21,general
3qiz,5.21,general
3rth,5.21,general
3wqv,5.21,general
4cwo,5.21,refined
4few,5.21,refined
4h2m,5.21,general
4ifh,5.21,general
4je8,5.21,refined
4m0r,5.21,refined
4mds,5.21,general
4qz2,5.21,general
7prc,5.21,general
16pk,5.22,general
1bq4,5.22,refined
1f3j,5.22,general
1gi9,5.22,general
1gjd,5.22,refined
1h1h,5.22,general
1irs,5.22,general
1j17,5.22,refined
1o5c,5.22,refined
1pw6,5.22,general
1ucn,5.22,refined
1w4o,5.22,core
1zea,5.22,refined
1zz2,5.22,general
2gnf,5.22,general
2gnj,5.22,general
2gz2,5.22,refined
2hxm,5.22,refined
2koh,5.22,general
2qbx,5.22,general
2rfy,5.22,general
2wzm,5.22,refined
2xow,5.22,general
2xwy,5.22,general
2zxd,5.22,refined
3dne,5.22,refined
3ds3,5.22,general
3h85,5.22,general
3ijz,5.22,general
3iof,5.22,refined
3lq2,5.22,refined
3lq4,5.22,general
3ms9,5.22,refined
3n1c,5.22,refined
3n5j,5.22,general
3nti,5.22,general
3o6t,5.22,general
3osi,5.22,general
3ppp,5.22,refined
3q71,5.22,refined
3qxt,5.22,refined
3udp,5.22,general
3vbw,5.22,general
4kup,5.22,general
4lrr,5.22,refined
4r5g,5.22,general
4u71,5.22,refined
5cgj,5.22,general
1b4z,5.23,refined
1ndw,5.23,refined
2q38,5.23,refined
3dcq,5.23,general
3lc3,5.23,refined
3pxy,5.23,general
3pxz,5.23,general
3wqw,5.23,general
4m5k,5.23,general
4mh7,5.23,general
4qp7,5.23,general
1fh7,5.24,refined
1hk5,5.24,general
1q8w,5.24,refined
1s89,5.24,refined
1zrz,5.24,general
2jfz,5.24,refined
2k3w,5.24,general
2lsr,5.24,general
2qq7,5.24,general
2vgc,5.24,general
2vvt,5.24,general
3aw0,5.24,general
3e16,5.24,general
3m59,5.24,general
3mle,5.24,general
3mqf,5.24,general
3okh,5.24,general
3pb8,5.24,refined
3qck,5.24,general
3qxh,5.24,general
3r01,5.24,general
3rjc,5.24,general
3tz2,5.24,general
3ueu,5.24,core
4drm,5.24,general
4drn,5.24,general
4e81,5.24,general
4f7j,5.24,general
4fk7,5.24,general
4gue,5.24,refined
4idn,5.24,refined
4ih7,5.24,core
4j70,5.24,general
4non,5.24,refined
4o7e,5.24,general
4utx,5.24,general
4uua,5.24,general
4x6s,5.24,general
4y59,5.24,refined
5d6q,5.24,general
1okw,5.25,general
2bfr,5.25,refined
2pv3,5.25,general
2xl2,5.25,general
2xl3,5.25,general
3pj3,5.25,general
3r24,5.25,refined
3tdj,5.25,general
3u1i,5.25,general
4flk,5.25,general
4j2c,5.25,general
4pkv,5.25,general
1v0o,5.26,general
1w4q,5.26,refined
2brn,5.26,general
2oz6,5.26,general
2qft,5.26,refined
2vcb,5.26,general
3n9s,5.26,refined
3sb0,5.26,general
3twx,5.26,general
4jaj,5.26,general
4l1u,5.26,general
4omj,5.26,refined
4qz5,5.26,general
4r5x,5.26,general
4w9g,5.26,general
5akz,5.26,general
5c7c,5.26,general
1qca,5.27,general
2az5,5.27,general
2lsv,5.27,general
2x7u,5.27,refined
3bmo,5.27,general
3chp,5.27,general
3g2u,5.27,general
3sz9,5.27,general
3tkw,5.27,refined
3zrc,5.27,general
4jfs,5.27,core
4pl4,5.27,general
4r6w,5.27,general
4r6x,5.27,general
4yzm,5.27,general
1b46,5.28,refined
1ckb,5.28,general
1f5l,5.28,refined
1kfy,5.28,general
1s5q,5.28,general
2uw4,5.28,general
2vip,5.28,general
2x2l,5.28,general
2yjq,5.28,general
3bbf,5.28,refined
3coj,5.28,general
3hxc,5.28,general
3o5x,5.28,refined
3t4h,5.28,general
3zmh,5.28,general
4e70,5.28,refined
4gxl,5.28,general
4j46,5.28,refined
4n9b,5.28,general
5e0m,5.28,general
1c88,5.29,refined
1wum,5.29,general
2wc4,5.29,refined
2xzw,5.29,general
3che,5.29,general
3pcu,5.29,general
4fll,5.29,general
4mhs,5.29,general
4u0g,5.29,general
4wy1,5.29,general
1a69,5.3,refined
1di9,5.3,general
1g9a,5.3,general
1g9b,5.3,general
1g9c,5.3,general
1g9d,5.3,general
1h6h,5.3,refined
1jg0,5.3,general
1o0f,5.3,refined
1p4u,5.3,general
1pdq,5.3,general
1pr1,5.3,general
1srg,5.3,refined
1v2h,5.3,general
1vyq,5.3,general
1w0x,5.3,general
1xbb,5.3,general
1yxd,5.3,general
2fsa,5.3,general
2gph,5.3,general
2ke1,5.3,general
2m3o,5.3,general
2o1v,5.3,general
2oyk,5.3,general
2q7q,5.3,refined
2vj1,5.3,general
2vk6,5.3,refined
2ww0,5.3,general
2zxb,5.3,general
3b9s,5.3,general
3btr,5.3,general
3ckr,5.3,general
3cpc,5.3,general
3ebb,5.3,general
3elj,5.3,general
3eql,5.3,general
3gpo,5.3,refined
3hs8,5.3,general
3jzf,5.3,general
3jzi,5.3,general
3p8h,5.3,general
3p9l,5.3,refined
3pgl,5.3,refined
3ppo,5.3,general
3q2a,5.3,general
3r8u,5.3,general
3ri1,5.3,general
3upv,5.3,refined
4dhu,5.3,general
4dx9,5.3,general
4e5i,5.3,general
4emt,5.3,general
4jvi,5.3,general
4mic,5.3,general
4nuf,5.3,general
4o55,5.3,general
4ob0,5.3,general
4oem,5.3,general
4x1q,5.3,general
4xsy,5.3,general
4xue,5.3,general
5a85,5.3,general
5ajp,5.3,general
5bwb,5.3,general
5dah,5.3,general
1hk4,5.31,refined
1mfd,5.31,refined
3fcb,5.31,general
3m53,5.31,general
3v2o,5.31,general
4m3f,5.31,general
4mzk,5.31,general
4or6,5.31,refined
4u1b,5.31,refined
4wvt,5.31,general
4x6k,5.31,general
1al8,5.32,general
1lvu,5.32,refined
1mqj,5.32,general
1oim,5.32,general
1y20,5.32,refined
2f6z,5.32,general
2w9r,5.32,general
3rpy,5.32,general
3sqq,5.32,general
3tv5,5.32,general
3uig,5.32,general
3v3m,5.32,general
4h2j,5.32,general
4hbw,5.32,general
4ipi,5.32,refined
4qag,5.32,general
4r07,5.32,general
4us3,5.32,refined
4us4,5.32,general
4xjr,5.32,general
2c80,5.33,refined
3arx,5.33,refined
3ftq,5.33,general
3gjq,5.33,general
3hxe,5.33,general
3ml4,5.33,general
3ozs,5.33,core
3q1x,5.33,refined
3rzi,5.33,general
3wi6,5.33,general
4b3u,5.33,general
4giu,5.33,general
4mcd,5.33,general
4mep,5.33,general
4xy9,5.33,general
1aqc,5.34,general
1hee,5.34,refined
1jwu,5.34,general
1k06,5.34,general
1k08,5.34,general
1zgi,5.34,refined
2qnb,5.34,general
3atv,5.34,general
3efs,5.34,refined
3hkq,5.34,refined
3k4q,5.34,refined
3kqt,5.34,general
3nee,5.34,refined
3nrz,5.34,general
3qiy,5.34,general
3v3v,5.34,general
3vb5,5.34,general
3vv7,5.34,general
3zyr,5.34,general
4j06,5.34,general
4mg5,5.34,general
4o78,5.34,general
4wrq,5.34,general
1ql9,5.35,refined
1wb0,5.35,general
2fxv,5.35,refined
2gkl,5.35,refined
2gqn,5.35,general
2h13,5.35,general
2ltz,5.35,general
2xyu,5.35,general
3bc4,5.35,general
3e9b,5.35,general
3g8e,5.35,general
3hkn,5.35,refined
3r8i,5.35,general
3v2x,5.35,general
4b9h,5.35,general
4blb,5.35,general
4ef4,5.35,general
4ep2,5.35,general
4ie2,5.35,general
4k6w,5.35,general
4k76,5.35,general
4lkd,5.35,general
4rcp,5.35,general
4wgi,5.35,general
4yef,5.35,general
4yx9,5.35,general
1adl,5.36,refined
1oy7,5.36,general
1w6y,5.36,general
1yvz,5.36,general
2nng,5.36,general
2qaf,5.36,general
2qlj,5.36,general
2qn3,5.36,general
3bv9,5.36,core
3ldq,5.36,refined
3mf5,5.36,refined
3ncq,5.36,general
3u3z,5.36,general
4c1d,5.36,general
4el9,5.36,general
4hby,5.36,general
4kod,5.36,general
4pyq,5.36,general
4qwi,5.36,general
1gpk,5.37,core
1sgu,5.37,refined
2glm,5.37,general
2h2d,5.37,general
2hj4,5.37,general
2oc1,5.37,general
3chf,5.37,general
3lqj,5.37,general
3qt6,5.37,refined
3wmb,5.37,general
4dpy,5.37,general
4du8,5.37,general
4el5,5.37,refined
4g0k,5.37,general
4lke,5.37,general
4lkf,5.37,general
4oow,5.37,general
4xc2,5.37,general
1g3e,5.38,refined
1hs6,5.38,general
1ke0,5.38,general
1thr,5.38,general
2h2j,5.38,general
2lty,5.38,general
2m0o,5.38,general
2ohu,5.38,general
2qhd,5.38,refined
2vd7,5.38,general
2xke,5.38,general
3e85,5.38,refined
3sw9,5.38,general
3tif,5.38,refined
3tww,5.38,general
3ud8,5.38,general
3zyb,5.38,general
4ebv,5.38,general
4f7v,5.38,refined
4hlw,5.38,general
4kz0,5.38,general
4qvw,5.38,general
4umq,5.38,general
1hy7,5.39,general
1kyn,5.39,general
1qbv,5.39,refined
1uyi,5.39,general
2h6b,5.39,refined
2ltx,5.39,general
2v22,5.39,general
2wic,5.39,general
2xpa,5.39,general
3e37,5.39,general
3fc8,5.39,general
3fzc,5.39,general
3hkt,5.39,refined
3hxb,5.39,general
3m1k,5.39,refined
3so6,5.39,general
3tgs,5.39,general
3vjt,5.39,general
4btm,5.39,general
4cl6,5.39,refined
4ej8,5.39,refined
4hxr,5.39,general
4hxs,5.39,general
4z88,5.39,general
5e1d,5.39,general
1bp0,5.4,refined
1bq3,5.4,general
1f8b,5.4,refined
1m7i,5.4,refined
1mmr,5.4,refined
1mxu,5.4,general
1my3,5.4,general
1nym,5.4,general
1ow6,5.4,general
1ow7,5.4,general
1ow8,5.4,general
1pz5,5.4,refined
1r9l,5.4,refined
1t1r,5.4,general
1trd,5.4,refined
1tv6,5.4,general
1uu9,5.4,general
1uvs,5.4,general
1yi3,5.4,general
2c1p,5.4,refined
2f35,5.4,refined
2g24,5.4,general
2i80,5.4,refined
2jdm,5.4,refined
2qg2,5.4,refined
2wzz,5.4,general
3arr,5.4,refined
3b4p,5.4,refined
3gwx,5.4,general
3ken,5.4,general
3l6h,5.4,refined
3m57,5.4,general
3pch,5.4,general
3pma,5.4,general
3qcl,5.4,general
3rk5,5.4,general
4aph,5.4,general
4c5d,5.4,refined
4ij1,5.4,refined
4jlh,5.4,general
4m3p,5.4,refined
4nwd,5.4,general
4ozj,5.4,refined
4ozn,5.4,general
4pin,5.4,refined
4rqz,5.4,general
5fjw,5.4,general
1dzm,5.41,general
1u2r,5.41,general
1xxe,5.41,general
1y3a,5.41,general
2aia,5.41,general
2j47,5.41,refined
2mps,5.41,general
3arn,5.41,general
3gqo,5.41,general
3kai,5.41,general
3tjh,5.41,general
4dro,5.41,general
4drp,5.41,general
4fgt,5.41,general
4kmd,5.41,general
4lwt,5.41,general
4m3d,5.41,general
4tun,5.41,refined
4u6z,5.41,refined
4uma,5.41,refined
5cbs,5.41,refined
1abf,5.42,general
1gja,5.42,refined
1h9z,5.42,general
1nu8,5.42,general
1p28,5.42,general
1r5n,5.42,general
1xot,5.42,general
2a3w,5.42,general
2qnz,5.42,general
2vpo,5.42,refined
2wa8,5.42,general
3l4t,5.42,general
3ob1,5.42,general
3qci,5.42,general
3rl4,5.42,general
4fev,5.42,refined
4nxv,5.42,refined
4uxj,5.42,general
1fq7,5.43,general
1fw0,5.43,general
1y98,5.43,general
2qln,5.43,general
2qu2,5.43,general
3ivv,5.43,general
3k0k,5.43,general
3k5f,5.43,general
3ng4,5.43,refined
3qlc,5.43,general
3s7f,5.43,general
4b60,5.43,general
4f5y,5.43,refined
4ofb,5.43,general
4p2t,5.43,general
4pnc,5.43,general
4pox,5.43,refined
4tmp,5.43,general
4xta,5.43,general
5e1o,5.43,general
1a4q,5.44,general
1dzp,5.44,general
1h0a,5.44,refined
1ijr,5.44,general
1syi,5.44,core
2q6f,5.44,refined
2wr8,5.44,refined
3ggc,5.44,general
3gs7,5.44,general
3lp7,5.44,refined
3p2h,5.44,general
3pty,5.44,general
3run,5.44,general
3u10,5.44,refined
4bdk,5.44,general
4dju,5.44,refined
4fli,5.44,general
4j26,5.44,general
4mgb,5.44,general
4osf,5.44,general
4qz1,5.44,general
4rsp,5.44,general
4tju,5.44,general
2iko,5.45,refined
3mi3,5.45,refined
3my1,5.45,general
4mp2,5.45,general
1anf,5.46,general
1b4h,5.46,refined
1lf8,5.46,general
1lv8,5.46,general
1nnk,5.46,general
1q65,5.46,refined
2cn8,5.46,general
2fie,5.46,general
2gg9,5.46,general
2y4k,5.46,general
3gbq,5.46,general
3piz,5.46,general
3s22,5.46,general
4gw5,5.46,general
4jft,5.46,general
4kot,5.46,general
4mvn,5.46,general
4qz0,5.46,general
4zly,5.46,general
1g7f,5.47,refined
1gi1,5.47,refined
1nlo,5.47,general
1o2s,5.47,general
1xh5,5.47,refined
2hf8,5.47,refined
2hz4,5.47,general
2r0z,5.47,refined
2xde,5.47,refined
2y7p,5.47,refined
3pd2,5.47,general
3t3y,5.47,general
4j77,5.47,general
4jmu,5.47,general
4n6g,5.47,refined
4n7j,5.47,general
4n7m,5.47,refined
4qb3,5.47,refined
4rrq,5.47,general
4x3e,5.47,general
4xcb,5.47,general
1g85,5.48,refined
1uh1,5.48,general
2cbv,5.48,core
2co0,5.48,general
2nww,5.48,general
2qic,5.48,general
2qyk,5.48,general
2wxd,5.48,general
2zkj,5.48,refined
3bxe,5.48,refined
3d2r,5.48,general
3iw6,5.48,refined
3m58,5.48,general
3qch,5.48,general
3vp1,5.48,general
3zdv,5.48,refined
4c5w,5.48,general
4d2r,5.48,general
4ie4,5.48,general
4ifi,5.48,general
4jfm,5.48,refined
4kp8,5.48,refined
4n7h,5.48,general
4oq6,5.48,general
4pf5,5.48,refined
4qfg,5.48,general
4tmf,5.48,general
4x8p,5.48,general
4y6r,5.48,general
4ycu,5.48,general
5alx,5.48,general
1pot,5.49,refined
1pyn,5.49,refined
1tys,5.49,refined
1uef,5.49,general
2h4k,5.49,refined
2ioa,5.49,general
2o0u,5.49,refined
2qtr,5.49,general
2r3y,5.49,general
2uy5,5.49,refined
3bmq,5.49,general
3bvb,5.49,refined
3ga5,5.49,refined
3h0b,5.49,general
3hmp,5.49,refined
3i73,5.49,refined
3mvj,5.49,general
3sgx,5.49,general
3t3g,5.49,general
3tz4,5.49,general
4f6s,5.49,general
4knx,5.49,general
4lv3,5.49,general
4tq3,5.49,general
4u7v,5.49,general
4uvb,5.49,general
4w9f,5.49,refined
4zs2,5.49,general
2ajb,5.5,general
2y58,5.5,general
3c1n,5.5,general
3lfn,5.5,general
3tza,5.5,refined
4nni,5.5,general
4rt0,5.5,general
1b2i,5.51,general
1ggn,5.51,general
1t08,5.51,general
1xh3,5.51,general
2gc8,5.51,general
2uym,5.51,general
2wqp,5.51,refined
3cn0,5.51,general
3da9,5.51,refined
3kgt,5.51,refined
3qtq,5.51,general
3qts,5.51,general
3u51,5.51,general
3vgc,5.51,general
4i9c,5.51,general
4k55,5.51,refined
4qwu,5.51,general
4qxo,5.51,refined
4qz3,5.51,general
4wz5,5.51,general
4zba,5.51,refined
1a8i,5.52,refined
1h07,5.52,general
1kc7,5.52,refined
1lox,5.52,general
1oe7,5.52,general
1oe8,5.52,refined
1pyg,5.52,general
1tl9,5.52,general
1xxi,5.52,general
1ydr,5.52,core
2cht,5.52,refined
2ez5,5.52,general
2ga2,5.52,general
2gcd,5.52,general
2gz8,5.52,general
2hwi,5.52,general
2l8j,5.52,general
2vnf,5.52,general
2ydt,5.52,refined
3cgo,5.52,general
3eys,5.52,general
3hqr,5.52,general
3hzm,5.52,refined
3i97,5.52,general
3iog,5.52,refined
3t6y,5.52,general
3tws,5.52,general
3v0l,5.52,general
4de3,5.52,core
4en4,5.52,refined
4h2o,5.52,general
4pnl,5.52,general
4qqi,5.52,general
4yvz,5.52,general
7gpb,5.52,general
1szm,5.53,general
4fmo,5.53,general
4qz6,5.53,general
4u5j,5.53,general
1bio,5.54,general
1bjv,5.54,refined
1h26,5.54,general
1ha2,5.54,general
1kdw,5.54,general
1oiq,5.54,general
1r5w,5.54,general
2c9b,5.54,general
2idk,5.54,general
2nq7,5.54,general
2olb,5.54,refined
2y7i,5.54,refined
3bxf,5.54,refined
3daj,5.54,general
3f07,5.54,general
3ggw,5.54,general
3iqq,5.54,general
3jyr,5.54,refined
3r8v,5.54,general
3ubd,5.54,refined
3v78,5.54,refined
4ba3,5.54,general
4dtt,5.54,general
4hkk,5.54,general
4nxu,5.54,refined
4o0t,5.54,general
4qij,5.54,refined
4r4c,5.54,refined
5a81,5.54,refined
5azg,5.54,general
5eds,5.54,general
1g3d,5.55,refined
1njc,5.55,refined
1y3n,5.55,refined
2c2l,5.55,general
2iuz,5.55,refined
2wyn,5.55,general
3fkt,5.55,general
3sdg,5.55,general
3uzj,5.55,refined
4fri,5.55,general
4ie6,5.55,general
4kww,5.55,general
4p5e,5.55,general
4tk0,5.55,general
4wbg,5.55,general
2jdn,5.56,general
4esg,5.56,general
4o3f,5.56,refined
5alj,5.56,general
1cs4,5.57,general
1jak,5.57,refined
1njd,5.57,refined
2f6j,5.57,general
2fuu,5.57,general
2lgf,5.57,general
2nmx,5.57,refined
2np9,5.57,general
2onb,5.57,general
2qo1,5.57,general
2z52,5.57,general
3bex,5.57,refined
3coz,5.57,core
3uxl,5.57,refined
3vtr,5.57,refined
4awf,5.57,general
4bda,5.57,general
4umj,5.57,general
4xh6,5.57,general
5all,5.57,general
3jup,5.58,refined
3su5,5.58,refined
4iur,5.58,general
4tw8,5.58,general
1f4x,5.59,refined
1fo0,5.59,refined
1mfi,5.59,refined
1rtl,5.59,general
2hmb,5.59,general
2xkc,5.59,general
2zlg,5.59,general
3gxy,5.59,refined
3nzi,5.59,general
3sha,5.59,refined
3udv,5.59,general
4bqh,5.59,refined
4cwn,5.59,refined
4inr,5.59,general
4kxm,5.59,general
4tkb,5.59,refined
4tx6,5.59,general
5afv,5.59,refined
1e06,5.6,general
1e1y,5.6,general
1fwe,5.6,general
1h27,5.6,general
1kne,5.6,general
1lev,5.6,general
1o9d,5.6,general
1vfn,5.6,refined
2bz8,5.6,general
2f71,5.6,general
2vxa,5.6,general
2wca,5.6,core
2wgs,5.6,general
2yhw,5.6,refined
2yhy,5.6,general
3bl1,5.6,refined
3cbp,5.6,general
3e6y,5.6,refined
3fa3,5.6,general
3lfs,5.6,general
3qce,5.6,general
3qcf,5.6,general
3qps,5.6,refined
3u78,5.6,general
3upz,5.6,general
4btl,5.6,general
4eqj,5.6,general
4o77,5.6,general
4os1,5.6,general
4q6f,5.6,general
4uiy,5.6,general
4xsz,5.6,general
4yad,5.6,general
4zzy,5.6,refined
5a82,5.6,general
5boy,5.6,general
5d6p,5.6,general
5dj5,5.6,general
3bho,5.61,general
3u5j,5.61,core
1a08,5.62,general
1aqi,5.62,general
1cqp,5.62,general
1ejn,5.62,refined
1fyr,5.62,general
1uti,5.62,general
2bmk,5.62,refined
2qnx,5.62,general
2xk8,5.62,general
2z5t,5.62,general
3abu,5.62,general
3btj,5.62,general
3c6w,5.62,general
3e3c,5.62,refined
3ip9,5.62,refined
3ldp,5.62,refined
3lpl,5.62,refined
3nes,5.62,refined
3twu,5.62,general
3upy,5.62,general
4ddy,5.62,refined
4dli,5.62,core
4dzy,5.62,refined
4f9g,5.62,general
4htp,5.62,general
