,ids,Score,True
10053,3eta,11.15608100312223,7.85
14060,3aau,3.644634994388687,5.05
13631,5h5f,8.011819891357069,4.43
4691,2las,2.361740722971887,5.74
11093,4az3,6.945271278852573,8.3
1891,5goe,7.513824084839109,4.34
1976,5ai6,4.696515100073802,4.4
3237,3r00,5.014466097889037,5.07
7972,3shy,5.167522335711459,7.04
9489,4jbo,8.279979457690962,7.62
408,5aom,5.040165618170061,2.9
2677,5ho7,3.985700002949611,4.77
4331,5v8j,6.029800878250918,5.57
3085,4g11,4.969253018536168,5.0
3296,1yvx,5.990670043392348,5.1
13465,5bw4,6.21017906210863,4.17
1920,6fer,7.617985299930265,4.36
4116,5owa,5.169011411403728,5.46
17408,4yhm,6.9049551101096105,9.76
12701,2ajd,3.17894694455725,10.8
11047,1lqf,6.171685344212924,8.3
15750,5lli,6.954257591363638,7.05
12613,4msg,11.639637961260911,10.0
14870,1azm,4.169782355196055,6.1
14432,1g3d,5.640455738911255,5.55
17059,3ckz,7.519335887401542,8.72
6949,4x8n,4.293301554286726,6.62
269,2ay5,4.795668279503391,2.59
13204,3pcn,1.915321757098636,3.66
10739,4q07,7.015102261316957,8.14
6846,2xzq,1.5598771668526534,6.59
13163,3ff3,3.497683226070895,3.57
13837,4zw7,8.970917987241217,4.72
739,4joh,4.256341362103955,3.35
11890,5tob,6.826508231973035,8.82
14913,5nk9,7.889300817731356,6.14
5305,2z97,9.5774903775697,6.0
13553,5ewy,6.405825828064697,4.3
2722,5k51,3.237413538405002,4.8
2214,2w5i,3.562758056324146,4.54
6089,1a5h,6.921727584573792,6.3
12229,5ntp,9.528928729993419,9.15
3164,5nyz,8.16859511424178,5.03
5731,5l0c,1.6765955127816112,6.15
8108,2yig,8.391400842824032,7.1
4938,5wbq,5.753499549798591,5.83
15348,3ip6,4.102314632163684,6.6
4839,3il5,6.0302009284369,5.8
6429,2oj9,6.388660711751313,6.41
12455,4y73,7.932891471329961,9.52
12925,5flt,4.808581010506511,2.89
4834,2xk6,6.234678431831707,5.8
2510,3h21,4.937989837335267,4.7
13796,3g35,6.841317497191188,4.68
12207,5t8e,6.648367365822116,9.14
15011,4djw,6.9802386284422075,6.28
13247,4ufm,5.317318905351796,3.72
16022,1qkb,7.113299765302251,7.35
12514,3i06,1.6325010922821406,9.7
14802,5mmg,6.498015170923469,6.01
7578,5mzg,7.400698782247221,6.86
1600,3adu,3.366548256772991,4.14
14353,5tp0,4.929677683470952,5.44
16919,3u8j,4.6898105552901965,8.51
9989,2o5k,5.723399477471751,7.82
9740,5y7w,3.713036167855019,7.7
14382,4pf5,5.106722115778806,5.48
17478,5lle,6.110485074094287,10.22
1583,1e55,-0.8221698072262646,4.12
4607,4ysi,5.858764607069587,5.7
3145,4nro,3.1488320555568565,5.02
3482,3iqv,6.4125970478793,5.18
15539,5y94,5.310947735723177,6.79
3913,4dpy,6.933210506578861,5.37
12200,5vad,8.755876195601745,9.12
12956,5aba,4.879397301762299,2.98
9285,3t8w,5.574840100073249,7.54
11236,4ere,6.265393396111075,8.38
7190,5y0g,8.607627968347895,6.7
13729,5k9w,6.130265333290118,4.59
5955,4iqu,4.236983378104438,6.24
11582,5hk2,6.56212691739565,8.59
10518,1ong,-2.2052692418950532,8.05
14483,5d0c,6.26023719371396,5.63
15039,4e1k,8.662923794054896,6.3
6966,5wjj,10.09900765335611,6.62
12121,5w0e,9.327607178065811,9.03
4431,1hte,5.330305719722693,5.64
13344,1v11,7.617466716355841,3.98
4059,3ivv,6.429873289244348,5.43
3774,5ajp,6.9912177835464115,5.3
11922,6c7j,8.17794443525494,8.88
6604,1x11,5.478479863608766,6.49
4732,5hf1,3.9155949120244617,5.74
8343,1los,6.683534740504742,7.19
3957,2xpa,3.857513551689138,5.39
2535,5qb1,5.445586848316821,4.7
12487,5tqg,10.780574636882871,9.62
3377,4ezt,5.37239248095547,5.13
5538,4o3b,4.7128801160152225,6.09
7056,6fa2,3.5397773956404506,6.66
1362,5jdc,6.282588145771571,3.98
14140,6mjf,7.551806627497172,5.16
7787,3r5j,4.47385012989032,6.96
3030,1k3n,1.1915050289299942,4.99
3302,2pnx,0.9923244863310761,5.1
13365,5g4n,5.327846151912573,4.0
3435,4qvv,3.6334409975179374,5.15
10167,4mz4,3.1574109095451597,7.89
14538,2ya6,6.0138729541793685,5.7
1642,4b9w,6.378548332050073,4.17
1971,3zls,4.5174481918257,4.4
15044,4q08,5.6096666912641115,6.3
8182,4rj6,5.654420453736777,7.12
12523,4e3m,4.5288348054526635,9.7
2830,5djr,6.2282702205191995,4.86
760,1toj,4.982780641491819,3.39
10432,4o2e,8.045490782010647,8.0
10435,4qmt,7.864638464599176,8.0
1930,5sy3,6.2958120269193465,4.37
10979,5qcn,8.548279782423627,8.22
8260,4lwe,7.97871203429858,7.15
5438,3f66,6.528611601814399,6.05
3036,4qc1,3.803225259783875,4.99
2036,3ex3,3.0166525107733286,4.44
11703,2wf1,9.54520484589351,8.7
958,3afk,5.2895895007937455,3.6
8060,2ogz,5.322341757686918,7.08
12815,1ew8,-1.7791935688127205,2.26
5018,5h09,8.319191784254082,5.88
14182,3iof,2.9876562806263323,5.22
4514,5t2y,5.605340222586073,5.66
5009,4mwc,6.135732685831886,5.87
14470,2bmk,3.7232818976182527,5.62
9175,4uvv,9.852680455505407,7.49
3258,4ock,8.69327574983217,5.08
663,4f20,6.280239703013116,3.29
4394,6cdc,5.961547871520135,5.6
13203,3oy8,4.170160180371706,3.66
12668,1lhc,6.241783026801294,10.4
2139,5lj1,6.713086595910049,4.5
14955,1sqt,5.817455721198445,6.2
7727,5km5,6.008613035067369,6.92
9459,4zts,7.692172384419796,7.6
860,1imx,3.1019224670819483,3.52
12822,3dyo,5.409263773096911,2.3
17179,4c2v,5.759478077578004,9.0
6458,4itj,7.033697186628394,6.42
10300,2e2b,9.309397486266805,7.96
8595,4ryl,7.085770385837192,7.28
7424,5l72,6.6003539351673695,6.8
9075,3ikc,4.846696903226568,7.46
2498,2h9t,5.682186899978714,4.7
8101,2pe0,6.740793775457769,7.1
8847,5g3w,-2.161626729939008,7.38
11333,1i9o,4.0338541920031314,8.42
13418,1p19,2.7539899303283146,4.11
16260,2pvl,6.886197201389069,7.62
9978,1eat,1.4313277070900843,7.82
2304,3iqh,5.15980284878934,4.59
2480,5vdt,10.93256407420934,4.68
12733,6dh5,7.27852790045005,11.3
9938,3phe,6.292270841939717,7.8
9234,3ft8,10.451644483963436,7.52
2813,4fyh,7.015546761523604,4.85
4772,2gg0,6.223158468142749,5.77
12891,5fsx,6.487702766129239,2.72
3069,2y6c,5.889953704902714,5.0
4493,3sh0,5.963970397646365,5.66
15439,1eld,0.29965240597489573,6.7
11820,2cne,7.248420419786432,8.77
6450,1tl1,7.971562989308326,6.42
7503,5w9g,4.544488621063447,6.82
4827,1ggd,0.8288595353363155,5.8
16709,3rz8,5.080526236933689,8.17
1143,3s0j,8.821165867621543,3.77
14567,1o33,6.179745614626805,5.74
16641,5jfu,8.014820267751942,8.07
10374,1b5g,3.2591347818365293,8.0
3442,5mwz,6.118478669477171,5.15
15738,3wtn,4.938864021075008,7.04
14949,2bt9,4.946694633048788,6.19
13485,4bqs,6.006101608899807,4.21
1053,1uy6,6.982416679454781,3.7
1214,4bt9,5.865809935344957,3.84
14453,3sha,7.619392883917982,5.59
7761,5h0g,9.306923101783132,6.95
4680,1bkm,5.407582080648427,5.74
13904,4ih3,0.8016413060159098,4.82
3152,5iok,4.6128527528458925,5.02
3853,4wrq,3.5106552237682362,5.34
16463,4gzp,3.812337514020157,7.84
10090,6dvn,5.057227017768563,7.85
16767,6gzm,7.61402183975432,8.26
9231,2zmj,11.302291937762273,7.52
8135,5t27,5.9312625907738585,7.1
6457,4i5p,7.315717751072924,6.42
874,4hv7,5.216854450312597,3.52
15045,5d25,6.032001154273824,6.3
17095,5cau,6.948508722024326,8.8
16487,5uln,4.811462853512945,7.85
17271,2o4l,9.215830192767424,9.22
3986,2g24,6.895672464127447,5.4
11953,6b2p,5.49763782251529,8.89
5505,1awh,0.4459744656666027,6.08
16533,5nap,8.6520409473288,7.95
14607,2y5h,6.641284995862861,5.79
10282,3dcs,4.103862974550173,7.94
812,1t48,7.707633583274366,3.46
11164,5oah,4.251422226483718,8.31
6795,4lnb,4.783911249037554,6.56
8740,2hk5,6.769686288889882,7.34
2223,5f3z,5.263964063880496,4.54
601,2zdx,5.518358940481859,3.19
5685,1w6r,8.708292448480089,6.15
729,4pd9,5.677601139513464,3.33
16693,1w5v,10.75509736670517,8.15
7084,3ttj,8.117018273597068,6.68
2393,4cfv,5.8485040606327985,4.63
1188,2ou7,5.125109607660472,3.81
2471,5auu,7.8266929636250016,4.68
543,4pxf,1.9303977224407771,3.1
17016,1lnm,10.289075941718748,8.7
14058,1fkw,6.154335019480102,5.05
3207,4wci,5.076407201685418,5.05
10054,3h9k,4.46400445031307,7.85
827,5ai4,2.8226207622347492,3.47
12500,4ufd,8.587292083893756,9.68
789,3kqp,5.784703464305272,3.42
8338,5u7i,6.079555268048371,7.18
12995,2xdl,5.464026198555932,3.1
9441,3o87,3.185599630983414,7.6
2781,1uyh,7.1076842460249345,4.84
11914,5tx3,6.130465358383108,8.85
12902,4kz3,5.381734393631852,2.77
249,1o4q,3.299073125403842,2.49
5094,2g01,4.63492218810596,5.91
9080,3nlb,6.58895250486685,7.46
2176,3q7j,3.1524843655881454,4.52
7929,4mq2,6.819759237168766,7.01
16495,3c56,4.921958196548833,7.89
15601,1cgl,4.899103477590354,6.87
13051,3zsx,5.517810723560326,3.28
6884,3cwk,5.340195849320608,6.6
12330,5t18,9.884869678803492,9.3
3916,4g0k,4.314674605889712,5.37
6085,6bjo,6.316021969648269,6.29
5402,1t79,3.445224793349667,6.04
10622,1ody,6.734289255767154,8.1
5067,5ngt,7.350625833968337,5.89
2197,6ami,6.321170763708608,4.52
9132,3fdn,6.283010420967886,7.48
7953,3hyg,6.9469233379539475,7.03
4297,3sdg,7.450630972127334,5.55
14142,3b7j,2.8901847936452274,5.17
6754,4pl3,-3.6598443097928217,6.54
17446,1flr,9.931453300460188,10.0
6652,3r93,3.9730169303865908,6.51
2861,3njq,6.016865922237464,4.89
778,3k26,2.9920271993250362,3.4
9475,1no9,-1.806041381294253,7.62
1729,4x3h,6.460047444938962,4.23
15253,1k9s,7.877469703897746,6.52
50,3mwe,4.522137669005836,1.54
4227,1oe7,3.4100648270038194,5.52
11289,4jsr,8.447785694037318,8.4
7443,1fsy,4.479561957545745,6.82
6673,2f9b,6.572046680340676,6.52
6022,4qwx,-1.2668404056200335,6.27
16535,1g2k,9.30499693422099,7.96
1609,1om9,4.038965944379582,4.15
15156,5ihh,5.87684835714338,6.41
12019,2ban,6.293115392332347,9.0
15367,2jgs,5.12313158174089,6.62
12754,3o9c,7.822159061517192,12.05
12568,4wup,3.099722191059042,9.82
8712,5i56,7.46946296421565,7.32
14980,6gjn,7.45151997254063,6.22
12625,5kzi,8.651877963919695,10.0
12353,6ghp,6.114300367534681,9.36
14232,4e70,5.312333094700563,5.28
724,5tg4,2.360325730647391,3.32
7197,6f2n,3.5673215917790646,6.7
17129,3zze,8.388474549796934,8.89
15251,1alw,3.0281798827990647,6.52
4108,3s22,1.5941777661323153,5.46
4553,4wku,3.1922671340831315,5.68
14521,4det,3.4552779063566867,5.68
7245,6ht8,3.3867656078386923,6.72
13742,3vhk,6.704500333584968,4.6
12558,3e7b,6.21736514878277,9.8
12249,5zun,10.425307846719548,9.19
10246,3qpp,9.112528344742454,7.92
11828,4ekg,7.601138742098309,8.77
7369,5gvp,7.629690472038658,6.78
13103,1l83,3.6226174174860617,3.4
3659,4l1u,3.7850526096687545,5.26
10997,1npv,8.59567091278907,8.24
5527,6emh,6.602428269465059,6.08
15877,3f19,4.119701998580394,7.19
7376,4xnv,5.922357769967346,6.79
15872,1gi4,7.187168291310354,7.19
16659,2pvj,7.591167120795841,8.1
9024,4qpa,5.443616230734016,7.43
14623,1hdq,5.831657502800844,5.82
1967,3l6x,5.158261914739628,4.4
10781,4bcf,4.955703170570186,8.15
16840,6ayr,7.065901226600032,8.39
8217,4c1e,4.615482712401891,7.14
2624,5ful,7.873009885157711,4.74
3856,1wb0,6.894790872050929,5.35
11172,3tv6,7.347129099009374,8.32
2696,5kgw,5.503697841999256,4.79
17073,2wtv,8.61033941960845,8.74
15357,5i88,7.435977281981508,6.6
14961,3s8n,6.510490810056719,6.21
15177,4ea2,5.757188901513769,6.44
568,3odk,3.808218478771887,3.14
3170,6emu,6.998803920406535,5.03
4137,1uh1,4.555475184504428,5.48
1028,4n99,4.109582210542377,3.67
8203,4d1y,4.623009582567797,7.13
15212,5j8u,7.603250118079886,6.47
5516,3kaf,3.618542832258455,6.08
10659,4e90,7.569253260608101,8.1
4256,5wrs,4.352738640252326,5.52
13307,2ctc,4.093869128237374,3.89
17437,1hvl,7.847510389969678,9.95
11962,3mg8,6.9469677879746135,8.92
3322,4rkx,2.9878118556986584,5.1
2449,6bee,8.216993778408956,4.66
1405,4ai8,3.110212395935932,4.0
11456,2w1g,3.73117918462303,8.52
3801,3sqq,7.7461347095068485,5.32
2074,3jqa,3.487770871462647,4.46
16592,4a6l,8.241604273183695,8.0
15985,2qi1,8.402298506223683,7.3
5558,2pzi,5.894687632103515,6.1
7123,1lfo,3.5683217172440216,6.7
6758,5cfa,8.344269004245803,6.54
17038,3eqr,7.830434173697622,8.7
14051,4jym,4.652035446061904,5.04
8257,4gs6,4.0950766871321,7.15
2652,1rti,5.988566075747549,4.77
3976,1my3,7.018206354426714,5.4
13471,3cft,5.339425382295751,4.19
4337,4iur,2.689018816789949,5.58
10599,3k39,6.216424290012032,8.08
16000,5tbm,8.08242134084631,7.31
7423,5fqt,7.427554003065531,6.8
9398,3sap,4.017837367890253,7.59
8207,4wk7,5.8403845235246985,7.13
9302,5ttv,2.5074034406903993,7.54
14327,5jsj,5.586626763886197,5.4
1303,4pd7,5.045277370546511,3.92
4708,4d1d,5.938085668945904,5.74
4429,1hk1,3.899437329512811,5.64
3165,5nz2,5.841236482254106,5.03
5873,5ou3,4.967682451139346,6.21
12740,5qil,8.326192662508788,11.52
7836,6b3e,4.399470428644574,6.99
5917,6aud,6.684757116073024,6.22
81,5ggj,3.2971247328313686,1.75
9851,1hdt,5.733422957131662,7.76
7405,3uvk,5.5440584607628836,6.8
2990,3unj,7.801378676856404,4.96
13903,4fys,6.877662797421431,4.82
15794,4azg,6.091267848493543,7.1
10734,5kww,1.975003318177893,8.13
11143,5x26,6.534545679573148,8.3
11155,6cn6,10.903664152440449,8.3
17087,4m0f,10.407676005189183,8.77
16092,5ne5,7.642588386368225,7.41
12073,4qgg,8.25073134409353,9.0
3473,5hm3,9.10874268464917,5.17
11060,2gv2,5.872099613269024,8.3
1632,4bi1,4.090861343505724,4.16
1031,6fzu,4.446468917160812,3.67
4684,1o32,4.6045924573390185,5.74
12430,3ixj,9.660456341140529,9.49
16854,2qbp,6.976089959846827,8.4
8093,1vrt,7.9769488501455434,7.1
1758,2l12,3.0166525107733286,4.26
10947,4c4g,6.6615245719388945,8.22
5076,5yvx,5.213846665580946,5.89
12116,3lj3,5.475842495715988,9.03
10031,5trg,6.932699331341216,7.82
9376,5jr2,8.223009347872258,7.57
3260,4od7,6.133132359622995,5.08
13219,4io7,5.249006631926793,3.68
3133,5ick,2.3675192256583095,5.01
12286,4zj8,8.58435838252988,9.26
10460,5ml5,6.68357178218863,8.0
3451,2ltv,2.9030604829644617,5.16
10298,1o3g,3.77068784465725,7.96
14239,5hrv,6.919349508468224,5.29
16135,5nlk,7.933380421557271,7.46
7671,6hu0,3.7755995719407087,6.91
6556,4aft,6.66674004103023,6.47
3792,5j47,6.268860497722929,5.31
7879,3qj9,9.926874948331717,7.0
15144,5hz8,9.837522998458715,6.4
15023,4d8z,4.986121801378455,6.29
5237,5t6g,1.4809339301519884,5.96
1836,5i2i,6.027874710688777,4.3
5808,4zx5,7.468003521870488,6.19
8510,4mvx,6.7789763432088215,7.24
6777,4qp8,4.1863029462098025,6.55
5950,3o8h,6.527337367888675,6.24
8953,1dwc,6.435451766837779,7.41
3757,4dhu,6.101528394930331,5.3
13072,188l,4.29667975585725,3.33
12049,3m1s,10.075693617517429,9.0
637,5o0a,3.216455353661554,3.24
3664,5akz,3.5948361545705683,5.26
12486,5eob,8.962509524998794,9.62
631,4kc4,7.85866734515654,3.23
10720,6cnj,3.332788466078084,8.11
4492,3p4f,4.5142774236849466,5.66
2425,5dpa,1.5083521845653858,4.65
11022,4lp6,3.0130594674362587,8.27
15599,5dx4,5.616756469560145,6.86
8932,4x0u,-1.825065990138783,7.4
10629,1xud,10.277570794703344,8.1
154,3l7d,8.396786703661249,2.18
9008,6duh,9.19559061669139,7.42
4855,5eta,2.437172408040033,5.8
15603,3tmk,10.995497895133903,6.87
15967,3fl5,9.865704311560188,7.28
4189,6afa,-2.0321512280792557,5.49
14099,4dcs,6.349426160177859,5.1
12823,3kgq,4.141356566980924,2.3
8022,3fh5,8.078517147364584,7.06
6399,4qnu,6.404410835740201,6.4
6396,4p02,9.204028712280923,6.4
1368,2q8y,5.695514497841374,3.99
2935,6bg3,8.983867759928224,4.92
5090,5hlm,5.8947987571551765,5.9
1707,1aze,2.6281741468366304,4.22
2115,5swg,0.7913955762526759,4.48
15673,4jyb,7.721761281508989,6.96
6807,2cv3,11.39642967319352,6.57
1098,4tk1,3.452225671604371,3.72
8990,4ded,5.253844275842478,7.42
6611,3mj5,5.407152397115334,6.49
13170,6gjm,5.447372257480191,3.58
14750,4msc,6.455032000940619,5.96
16250,3ibn,2.643339012220101,7.61
8000,4e3h,3.648428062818749,7.05
12428,2phb,8.427153476112078,9.49
8879,5cil,4.587249540942974,7.39
10572,1iwq,4.475857789157013,8.06
5754,1sle,6.72760693599388,6.17
9321,4anm,8.39961668831024,7.55
14280,2fxv,7.7176052045768335,5.35
12825,3pcg,1.715837472691842,2.3
2625,5fum,6.1557648284781505,4.74
17459,1sdu,9.787138900035176,10.07
16356,4a4w,6.365265184208079,7.72
11979,1ld7,8.471344204989654,8.96
396,1ugp,2.631530123396822,2.89
1750,3u4h,12.639007775867356,4.25
1187,2o9a,-2.691796943081498,3.81
9612,2p1c,6.469826449485216,7.68
1604,4cc3,5.582389195249487,4.14
17530,1dif,9.150829445881948,10.66
13698,5etb,5.261986037960911,4.54
11668,4lgu,6.106729047348113,8.68
8610,3uoj,5.6733932042238635,7.29
11010,1iky,7.0215178809662415,8.26
17602,5drr,6.555170489161609,11.46
9939,3rwj,8.093652379400945,7.8
14159,3ov1,6.119693636708675,5.2
7288,4p4e,6.053529780949137,6.74
12452,4ewh,6.164165882383796,9.52
16360,5nki,8.073486886692685,7.72
9722,4v1f,2.0576655399408446,7.7
4599,4d1c,5.201548826530354,5.7
9264,5ktw,7.405084517619481,7.52
16140,5o07,3.87746420263085,7.47
10515,1ke7,6.371925278971019,8.05
10818,5v1y,6.65887979570934,8.15
147,1uxb,5.120412722143559,2.15
10163,4ehr,7.402291574654377,7.89
11781,2pjc,8.190805307900618,8.72
8175,4caf,9.163853301936731,7.12
10133,2onc,7.833278975020168,7.89
4841,3mbz,1.701502341027448,5.8
9511,2g0h,7.8479400735027705,7.64
480,4wh9,5.0950688020278525,3.0
4567,1i32,5.642900490047819,5.7
7630,4hn2,5.1583137730970705,6.89
8673,5mi6,5.45745500383432,7.3
261,1il3,4.86215069374436,2.55
715,6bsx,4.310533345631109,3.3
3589,6di0,5.173708296920642,5.22
13076,4b5t,1.9440957371423098,3.33
7071,2cm7,6.884145092101711,6.68
2340,4dfb,4.741602237701453,4.6
5297,2qh6,5.903251669418263,6.0
8904,3hdm,7.596923398471932,7.4
612,5flp,3.704457313866715,3.2
11776,1eub,0.13753577227363376,8.72
1957,1jmq,1.8238658395808334,4.4
9935,3hq5,7.907310484437373,7.8
15548,5nk6,7.8195291019611926,6.8
17183,5ljq,5.58007038583814,9.0
16571,1tkb,5.895072865615942,8.0
5796,2xd6,5.4611369472127205,6.19
884,3nf6,6.9446637952368215,3.53
11258,2oic,9.119573673017824,8.4
8084,5lqq,7.3501368837410235,7.09
10445,4zt3,6.133569451492867,8.0
13888,4ago,5.190302971302163,4.81
6984,2gej,7.3970242472056,6.64
4279,3f07,3.0613321898782195,5.54
892,3blt,-1.757153766899763,3.54
9329,4jk5,8.059485130183278,7.55
16275,3h89,5.132814277909036,7.64
13126,3ta0,7.671680924893329,3.47
9122,5ntq,7.094956723441248,7.47
12029,2r2l,5.821315464659503,9.0
201,5eni,3.9512141952505115,2.3
7046,5m6f,6.365894892834163,6.66
15256,2h4g,5.725977578670309,6.52
16127,3ocz,6.970333682170738,7.46
318,3rqw,3.4538999557160786,2.7
17620,3o9i,8.01713166882651,11.82
12953,3ckb,5.285411198851256,2.98
2575,4o70,5.883782560367087,4.72
12423,1q4x,8.458779665815076,9.48
10615,4his,6.216490965043031,8.09
8560,4q9z,7.050336311030581,7.26
381,4luv,3.505217504573577,2.85
13018,5fox,6.726888327326467,3.17
8624,1nkm,0.6444141745877746,7.3
12899,5er4,3.8241834445273235,2.76
15460,4m14,5.462611206231435,6.7
9932,2oph,6.590856447418658,7.8
10927,2ow2,3.7252451068642816,8.22
2327,2jaj,4.902266837394332,4.6
12369,1sqn,8.412151594137711,9.4
6684,2vev,6.533271445647426,6.52
13410,2bvs,3.1119014967211944,4.1
15733,4ql1,8.658686225418187,7.03
15557,1uwf,5.383875402960539,6.82
1596,6g92,5.141237556825013,4.12
5270,1c8k,8.185078663571637,6.0
15663,4q4s,7.260103366884496,6.95
2246,3zmt,4.98628478478756,4.55
16889,2xyf,7.1086769631531155,8.44
16646,3hub,8.361989745817496,8.09
6068,3wth,5.1083074998491815,6.29
3478,6hwz,2.599770583631831,5.17
10618,5tv3,3.225300907773847,8.09
1340,4ce3,6.795363584160573,3.96
5467,1qnh,3.556957328627391,6.06
4619,5mqt,5.934640792344384,5.7
14106,4qfl,5.729066855106511,5.11
2268,3n8n,6.637528969116685,4.57
3408,1g6s,6.5714317883881455,5.15
500,6f6n,4.847934095468405,3.02
4846,4f6v,5.7341934241565164,5.8
11450,2qmf,9.064677897496809,8.52
9052,4k8s,9.403742655127818,7.44
8430,2er6,6.327630833378557,7.22
15022,3v2q,4.3480787964193,6.29
3829,5cqx,5.451365351003244,5.33
5091,5jha,6.580195850795886,5.9
6803,1wva,5.866247027214827,6.57
5478,5n2x,6.0199996486943315,6.06
3804,3v3m,6.654997827237948,5.32
11069,2rku,8.593218753315728,8.3
5377,1xlz,5.819996780713114,6.02
12930,1h2k,3.572403710808405,2.92
3293,1v0m,7.858815511892089,5.1
12273,5ntw,8.597878597148753,9.22
12261,2yb9,6.90720724448996,9.22
5442,3skh,6.39792854105992,6.05
12051,3o1g,2.0169196876647884,9.0
10110,4ele,5.199415225538445,7.88
6645,2jdh,6.661391221876901,6.51
8714,5q19,8.841042435195481,7.32
13371,2wvz,6.198866531849441,4.02
9170,4kb7,8.920363497071797,7.49
15398,3mzc,5.107448132782995,6.65
14252,1hk4,3.5304354829640667,5.31
5103,1a4h,7.732429286468539,5.92
17400,1z6e,8.76527737497235,9.72
8490,2gnl,6.6141260332366745,7.24
2095,5eay,3.421029165434467,4.47
11405,4mwu,7.4405852674570925,8.49
9530,5eml,7.302982820152461,7.64
10087,5uc1,8.22046088002081,7.85
11488,4c4j,8.374613551686299,8.52
8618,5wzr,5.051937465309453,7.29
1720,5niy,5.908363421794714,4.22
4552,4mm9,5.481346889941644,5.68
2760,4pkr,6.785806829717643,4.82
11654,5tq3,7.29901195163974,8.66
3121,3mxs,4.55599376807885,5.01
16343,4o09,9.601234096941475,7.7
4466,6fmp,4.0142295078796275,5.64
7215,2rt5,3.3372260598077856,6.72
14221,5gs9,5.892124347578511,5.26
2576,4o7a,6.208030644443165,4.72
9324,4dhf,6.483368889114422,7.55
3524,5g1p,1.317454162483673,5.2
11796,6b1f,-0.3505550879728562,8.72
12931,2fw6,5.328023951995234,2.92
6069,4cfw,6.017458589179662,6.29
12803,4ahs,4.83751797395929,2.19
2680,5wbr,5.247095281038208,4.77
12503,6b3v,7.817262150907289,9.69
6159,5wqk,6.656257244490116,6.3
6193,4qt2,9.059543920110027,6.32
13955,4l9i,5.630417442577791,4.89
10653,3qai,5.805424582271842,8.1
13146,5h1u,3.5326579839973062,3.51
10137,2vj6,9.021102060571764,7.89
9155,1ewj,4.46289319979645,7.49
12370,1xp6,9.638712872698669,9.4
6750,3pvu,6.420346168148528,6.54
15376,6eqv,7.3384613449797405,6.62
10363,3fmr,0.9043653037722365,7.97
16263,4dbm,4.75435198529547,7.62
6180,5lss,8.357500293730354,6.31
2837,3iw8,5.159062015111594,4.87
3477,6hf5,4.786311550153453,5.17
3127,4qz4,-1.7604134350818474,5.01
16943,6csp,4.085838491170603,8.52
7907,4zz0,4.987781268816608,7.0
12327,5dcz,9.639112922884651,9.3
13261,4q46,7.09653469917485,3.77
11661,3c6t,7.46727009652952,8.68
17224,3mdz,3.985603694571504,9.1
465,3grj,0.22742112239461407,3.0
296,2q72,6.0760288997422975,2.68
8069,4wag,4.278025563851593,7.08
10482,4zyq,6.153364527362252,8.01
8224,5u7o,8.215445436022467,7.14
2046,4jfd,8.88224760435174,4.44
6950,4y94,0.8117240523700393,6.62
2810,3qnd,3.70394613862907,4.85
13407,5var,5.398403151381149,4.09
15152,2xxx,5.123650165315313,6.41
1024,3h2m,5.830205468792461,3.67
9676,2psj,6.596131183204213,7.7
191,1w1p,3.5757004206743774,2.3
14894,4m7j,7.599182941189059,6.11
1257,5mk1,2.5322658189155716,3.88
5157,5u2j,4.961733556707041,5.92
11305,5cs2,4.605888916275075,8.4
6713,4tzq,5.914793858117553,6.52
17074,3rz1,5.682475825113036,8.74
1859,4u0c,7.469566680930533,4.31
3228,5h14,7.95001213762268,5.06
5608,2nqi,-0.8072123752725633,6.11
5193,2ykb,9.732517232974928,5.96
15375,4rd0,9.2198158779537,6.62
8956,2fjn,7.358352729227232,7.41
786,4yas,-2.2569201659075375,3.41
7341,3ine,6.338535905114985,6.77
15859,3tsk,5.883182485088112,7.17
14100,5d3h,5.151979645152338,5.1
11420,2rg5,5.788570616103109,8.51
582,5e5g,6.103743487626794,3.15
12695,4an0,1.6295007158872674,10.7
8190,5v7w,6.863223949042151,7.12
5999,4m3g,7.402217491286602,6.26
803,4kw6,-7.9116073197683034,3.43
17533,2xeg,6.474501109991796,10.7
12177,2q1j,8.517787068247582,9.1
11610,4nrl,3.8417930610473574,8.62
4122,1o2s,5.096150419197363,5.47
7014,3zpr,5.273298568220101,6.65
3897,5drt,6.471382200208484,5.36
7047,5mja,7.677185319118984,6.66
16812,2qci,3.5518678012612726,8.34
1074,5c6p,1.7316394550381746,3.7
5909,4dwk,1.9398803935159317,6.22
13940,4ipj,3.5530457268088895,4.87
1227,2ncz,3.078801047999481,3.85
1464,2rm0,2.3255658144875264,4.03
14087,1m48,5.8339022288444164,5.09
4881,11gs,4.978461581150557,5.82
13029,1ew9,-1.0300921872225912,3.22
2899,1nlt,2.279226667944484,4.92
9700,4bnx,7.370206068071177,7.7
16267,1c1r,6.93484774900668,7.63
9793,1eas,1.0687785218745127,7.74
12987,1f74,5.063642637417847,3.05
7755,4i9r,0.4052434300641013,6.95
4161,5lkr,4.506231969944619,5.48
4982,5d4a,6.317962953883965,5.85
15436,5yhe,4.521056051836326,6.69
15633,6glb,6.622860462297305,6.89
10120,1npz,2.740625290781769,7.89
16900,2p3b,6.143266964334568,8.48
12376,3e2m,7.1524824585182625,9.4
16912,3s45,7.0458024089227695,8.49
14748,4d4d,7.596360364876843,5.96
918,6fn9,4.10831538495343,3.55
4169,2qtr,11.174186978206354,5.49
